1498514427	PP	0.1057669869276445	879442004123541508	2300.0	1017.0
1498514427	PSOE	0.005562471844054289	879442160612978688	2300.0	1128.0
1498514427	Podemos	0.08332231603658749	879442293182402561	2300.0	1246.0
1498514427	Ciudadanos	0.07346591845294258	879442448803655681	2300.0	1156.0
1498514427	Rajoy	0.1781074040768971	879442574523740160	2200.0	1094.0
1498514427	Pedro Sanchez	0.138958520913583	879442656161656833	2200.0	968.0
1498514427	Pablo Iglesias	0.0032841231075588758	879442804153470976	2200.0	943.0
1498514427	Albert Rivera	0.06786809806047989	879442958260592642	2200.0	1093.0
1498519820	PP	0.10220251869391256	879463166136254465	4472.0	2043.0
1498519820	PSOE	0.1272058647222582	879463303227035648	2750.0	1508.0
1498519820	Podemos	0.09278670505758732	879463451055108096	5228.0	2830.0
1498519820	Ciudadanos	0.12223827206158397	879463562934190084	2862.0	1422.0
1498519820	Rajoy	0.2028447354829842	879463687815393281	1322.0	682.0
1498519820	Pedro Sanchez	0.11483196159122089	879463629770436611	188.0	81.0
1498519820	Pablo Iglesias	-0.058891426450481565	879463908653879296	365.0	127.0
1498519820	Albert Rivera	-0.0023000041803690197	879464070931505152	462.0	233.0
1498523958	PP	0.07213824151742558	879485770855313408	2398.0	1083.0
1498523958	PSOE	0.1211276312400247	879485897053523968	1625.0	880.0
1498523958	Podemos	0.09023411610550543	879486020953231360	5429.0	2858.0
1498523958	Ciudadanos	0.10163022024774761	879486139429728258	2277.0	1196.0
1498523958	Rajoy	0.15670137015983648	879486291448143876	673.0	313.0
1498523958	Pedro Sanchez	0.17906116722783386	879486373589385218	91.0	45.0
1498523958	Pablo Iglesias	0.06439572002072004	879486373589385218	189.0	78.0
1498523958	Albert Rivera	-0.02777010804321729	879486546444943360	247.0	119.0
1498556516	PP	0.062124443892824927	879614369352560641	3300.0	1491.0
1498556516	PSOE	0.10968487716508164	879614512818778112	3200.0	1555.0
1498556516	Podemos	0.06066943119834468	879614725914468352	3200.0	1605.0
1498556516	Ciudadanos	0.10709997806173024	879614881422594048	3200.0	1793.0
1498556516	Rajoy	0.11575483235613102	879615041796001792	2574.0	1369.0
1498556516	Pedro Sanchez	0.21644709582048913	879615218724339712	863.0	389.0
1498556516	Pablo Iglesias	0.08519641461035078	879615342372376576	787.0	309.0
1498556516	Albert Rivera	0.07425948919698949	879615482625757185	699.0	370.0
1498561755	PP	0.07195903260510882	879639692777533440	3608.0	1631.0
1498561755	PSOE	0.07506203361565841	879639860780380160	2655.0	1213.0
1498561755	Podemos	0.08384600402017074	879639993853124608	2984.0	1476.0
1498561755	Ciudadanos	0.19646879932331923	879640116242898944	1657.0	766.0
1498561755	Rajoy	0.14149517125681374	879640291057311744	1266.0	667.0
1498561755	Pedro Sanchez	0.1326184535261915	879640368060477441	635.0	252.0
1498561755	Pablo Iglesias	0.09438229395937973	879640519898521600	1444.0	707.0
1498561755	Albert Rivera	0.08324038553163401	879640649942937600	1256.0	654.0
1498567494	PP	0.07631810927449448	879661670041362432	3429.0	1585.0
1498567494	PSOE	0.109735884963113	879661810479181824	3357.0	1433.0
1498567494	Podemos	0.1245952142985124	879661971846688769	3500.0	1804.0
1498567494	Ciudadanos	0.12092401490554872	879662104755802112	1989.0	880.0
1498567494	Rajoy	0.12803531216725647	879662254752452608	1258.0	585.0
1498567494	Pedro Sanchez	0.2015117811830616	879662351775039488	746.0	289.0
1498567494	Pablo Iglesias	0.15885506586998313	879662498953256960	1811.0	928.0
1498567494	Albert Rivera	0.15307296479927401	879662683666210818	1502.0	831.0
